id,name,flower_lang,info,type,native,flower
29264,파초,기다림,뿌리줄기 끝에서 나오는 잎이 사방으로 점점 퍼지면서 길게 자란다. 잎은 밝은 녹색을 띠며 그물무늬가 평행을 이룬다. 언뜻 보면 바나나 잎을 닮아 여름동안 청량감을 더해주며 밝은 연초록의 잎은 이국적인 느낌을 주는 관엽식물이다.,"파초과에 속하는 여러해살이 풀이다. 지구상에 약 40종이 분포하는 상록성으로 인도 북동부, 방글라데시, 아시아 남동부, 일본, 호주 북부지역에 이르기까지 다양하게 분포한다.",온실에서 재배한다.,꽃은 길이 6-7cm이며 여름철에 잎 속에서 꽃대가 자라고 잎같은 포 안에 15개 정도의 꽃이 2줄로 달리며 꽃이 피면 포가 떨어진다. 대형의 꽃차례는 점점 자라면서 밑부분에서 암꽃과 수꽃이 같이 피고 윗부분에는 수꽃만 달린다. 씨방은 하위이며 녹색이고 화피는 황백색이며 상하 2쪽으로 되고 윗부분은 내꽃덮이 3개와 내꽃덮이 2개가 합쳐져서 5개의 돌기로 되며 밑부분의 것은 내꽃덮이 1개가 주머니처럼 되고 그 속에 꿀이 들어 있다. 수술은 5개이며 꽃밥이 길고 암꽃에서 간혹 열매가 달린다.
23136,호랑가시나무,보호," 크리스마스카드를 보면 빨간 열매를 달고 잎 끝이 가시 같은 잎으로 장식된 그림이 빠지지 않고 나온다. 바로 서양호랑가시나무인데, 오늘의 꽃은 우리나라에 자생하는 호랑가시나무이다. 잎 끝이 뾰족한 것이 호랑이의 발톱을 닮아서 붙여진 것으로 보이며, 꽃말도 가시가 침입자로부터 자신을 지킨다는 뜻에서 붙여진 듯 하다.","감탕나무과의 상록성 관목이다. 세계적으로 약 400종이 있으며 상록성은 물론 낙엽성인 것들도 많다. 우리나라에 나는 것으로 유사종은 주로 제주에 자생하는 먼나무, 꽝꽝나무, 좀꽝꽝나무 등이 있다.","중국 북부 ~ 남부 / 전라남북도, 제주도.","꽃은 암수딴그루 또는 잡성주로 4 ~ 5월에 피고 지름 7mm로 향기가 있으며, 우상모양꽃차례는 꽃이 5 ~ 6개씩 달리고 꽃대 길이 5 ~ 6mm로 털이 없다.  암술은 암술대가 없고 암술머리가 약간 높아져서 4갈래로 갈라진다."
28668,굴거리나무,자리를 내어줌,제주에 가면 아래로 젖혀진 넓고 긴 잎과 빙둘러난 잎자루가 유난히 붉은 빛을 띠어 꽃으로 착각하기도 하는 나무가 있는데 바로 굴거리나무이다. 길고 두꺼운 잎이 마치 고무나무와도 비슷하여 혹시 외래종인가 하는 착각도 든다.,대극과에 속하는 상록성 관목으로 아시아 동부지역을 중심으로 15종이 분포한다. 우리나라는 내장산과 남부해안 및 제주지역에 자생한다.,"중국; 전라남북도, 제주도, 충청남도 안면도, 전북의 내장산, 울릉도에 분포.","꽃은 암수한그루로, 3 ~ 4월에 개화하며 녹색이 돌고, 화피가 없으며 길이 2.5cm의 총상꽃차례로 잎겨드랑이에 달리고, 수꽃은 8 ~ 10개의 수술이 있으며, 암꽃은 약간 둥근 씨방에 2개의 암술대가 있고, 헛수술 발달했다."
23130,꽝꽝나무,굳은 의지,제주의 어느 식물원에 갔을 때 수형이 잘 다듬어진 울타리가 있어 회양목인줄 알았는데 자세히 보니 꽝꽝나무였다. 산굼부리 오르는 길 양쪽의 탄탄한 생울타리도 바로 이 꽝꽝나무로 만들어진 것이다. 나무줄기가 단단하여 붙여진 이름과 꽃말인 듯싶다.,"감탕나무과에 속하는 상록활엽관목이다. 세계적으로 약 400종이 있으며 상록성은 물론 낙엽성인 것들도 많다. 우리나라에 나는 것으로 유사종은 주로 제주에 자생하는 먼나무, 호랑가시나무, 좀꽝꽝나무 등이 있다.","중국, 대만, 일본; 제주도, 전라남북도, 경상남도.","꽃은 암수딴그루로, 7월 초에 개화하며, 수꽃은 짧은 총상 또는 복총상꽃차례로 3 ~ 7개씩 달리며 퇴화된 암술이 있으며, 암꽃은 잎겨드랑이에 1개씩 달리고, 꽃대가 길며 퇴화된 4개의 수술과 1개의 4실인 씨방이 있다."
30847,구상나무,기개,"구상나무는 세계적으로 우리나라에만 나는 한국특산식물이다. 잎도 잘 떨어지지 않고 수형이 좋아 외국에서는 크리스마스트리로 가장 귀하게 여기는 나무이기도 하다. 한라산 윗세오름이나 덕유산 정상에 가보면 고사목들이 서 있는데 기품이 당당하다. 주목은 살아서 천년 죽어서 천년이라 했는데, 구상나무는 살아서 백년 죽어서 백년이라 한다.","소나무과에 속하는 상록성 침엽수이다. 열매의 색깔에 따라 붉은구상나무, 검은구상나무, 푸른구상나무가 있으며 구상나무와 비슷한 것으로 분비나무와 젓나무가 있다. 한라산, 덕유산, 지리산 등지의 해발 1000m 이상에서 자생한다.","지리산, 덕유산, 가야산, 무등산, 한라산","개화기는 5~6월, 암수한그루, 수꽃은 타원형이며 길이는 약 10mm이다. 암꽃은 길이가 약 18mm이고 자주색 혹은 녹색이다. 화분은 크기가 90~100㎛ 정도이며 표면이 울퉁불퉁한 굴곡이 있으며 양쪽에 2개의 기낭이 있다."
40402,남천,지속적인 사랑,잎 모양이 대나무 잎을 닮아 중국에서는 남천죽이라고도 부른다. 늦은 가을부터 붉게 물든 잎과 붉은 열매가 좋다. 정원에 심겨 있으면 겨울에도 볼거리를 줄 수 있는 식물이다.,"매자나무과에 속하는 상록성 관목이다. 세계적으로 단 1속 1종이 있으며,  잎에 무늬가 있는 반엽종도 있다. 중국, 인도, 일본의 산이나 계곡에 자생한다.","중국, 일본; 남부지방에 식재.","양성꽃으로서 6~7월에 피고 가지 끝에서 나오는 길이 20~30cm의 원뿔모양꽃차례에 달린다.꽃잎은 6매이고 희다. 꽃받침조각은 3수이고 다륜성으로 배열하며 꽃부리는 백색이며 지름 6mm이고 꿀샘은 3~6개, 수술은 6개이며 꽃밥은 황색이고 세로로 터진다. 씨방은 1개이며 암술대는 짧고 암술머리는 손바닥모양이다."
23369,냉이,나의 모든 것을 바칩니다.,지금도 이른 봄이면 찬바람 나는 들판에서 나물 캐는 아낙네들을 볼 수 있다. 냉이는 꽃이 피기 전에 먹어야하니 2월이 제철이기 때문이다. 싱싱한 냉이 잎과 뿌리를 생각하면 벌써부터 그 향내가 코끝을 맴도는 것 같다. 꽃말처럼 냉이는 잎부터 뿌리까지 버릴 게 없다.,십자화과에 속하는 일년초이다. 전국에서 흔히 야생하며 밭에서는 쓸모없는 풀로 취급받기도 한다. 영명은 열매모양이 쌈지같이 생겼다 하여 붙여진 이름이다.,"▶세계적으로 분포한다.
▶전국 각지에 야생한다.",5~6월에 원줄기 끝에서 백색의 십자모양꽃부리가 많이 달려 총상꽃차례를 형성하며 화경이 있다. 꽃부리는 소형이며 꽃받침조각은 4개로서 긴 타원형이고 길이 1mm정도이다. 꽃잎도 4개이며 거꿀달걀모양으로서 길이 2-2.5mm이고 넷긴수술과 1개의 암술이 있다.
26901,동백나무,"겸손한 아름다움, 자랑",동백나무는 모든 부분이 버릴 것 없는 보배로운 식물이다. 일년 내내 표면이 반지르르한 잎이나 이른 봄에 빨갛게 피었다 일순간 떨어지는 꽃도 인상적이고 가을에 열리는 열매는 옛날 우리 어머님들이 머리손질과 화장품에 이용하기도 했던 동백기름의 원료이다.,"차나무에 속하는 상록성 소교목이다. 대표적인 난지형 식물로 지구상에 약 300여 종이 분포하고 있다. 우리나라에서는 내륙으로는 전북 고창 선운사, 해안으로는 황해도 장삿곶까지 자생한다.","중국, 대만, 일본; 황해도, 충청남도, 전라남북도, 경상남북도, 제주도.",양성꽃으로 적색이고 잎겨드랑이 또는 가지 끝에 1개씩 달려 1월 ~ 3월에 피고 반 정도 벌어지며 작은포는 둥글고 겉에 짧은 백색 털이 있다. 꽃받침조각은 5개이며 길이 1~2cm로서 달걀형의 원형이고 꽃잎은 5~7개가 밑에서 합쳐지며 길이 3~5cm로서 수술과도 합쳐지고 수술은 노란색으로 90~100개가 있다. 꽃밥이 황색이고 씨방에 털이 없으며 암술대가 3개로 갈라진다. 4월에 많이 개화한다.
39626,레몬,"성실한 사랑, 정절","감귤류 중에는 Citrus Limon이라고 하는 종류가 있는데, 이 식물의 열매가 레몬이다. 레몬은 과즙이나 과육에 향기가 있고 맛이 좋아 여러 용도로 쓰이고 있다. 요즘 신세대가 좋아하는 레몬소주, 향기가 좋은 레몬차, 상큼한 레몬음료, 껍질째 이용하는 마멀레이드 등... ",운향과에 속하는 상록소교목이다. 지구상에 16종이 있는데 원산지는 인도지만 캘리포니아나 지중해 지역이 많이 자생한다.,전세계,"꽃은 5∼10월에 피고 잎겨드랑이에 하나씩 또는 몇 개씩 무리지어 달린다. 꽃봉오리는 붉은 색이고, 꽃의 안쪽은 흰색, 바깥쪽은 붉은빛이 강한 자주색을 띤다."
31326,산자고,가녀린 미소,봄이면 원색적으로 화단을 장식하는 튜립 야생원종 중의 하나이다. 튜립 야생종으로는 우리나라에 산자고 한 종만 있어 귀하게 대접받아야 할 토종 자생식물이다. 숲이나 언덕의 시원하고 물이 잘 빠지는 곳에서 흔히 자생한다. 이른 봄에 큰괭이밥 등과 비슷한 시기에 꽃이 피며 꽃대가 가늘어 오후가 되면 꽃 무게를 잘 이기지 못하고 조금씩 구부러져 보는 사람을 애처롭게 한다.,"백합과에 속하는 여러해살이 풀이다. 우리나라는 물론이고 일본이나 중국에도 자생한다. 튜립은 워낙 유명한 알뿌리식물로써 무수히 많은 원예품종들이 개량되어 있으며 야생원종만 해도 100종이 아시아, 중동, 유럽의 온대성 지역에 다양하게 분포한다.","▶일본, 중국 등지에 분포한다.
▶제주, 전남(무등산, 백양산), 경기도(광릉) 등 중부이남에 야생한다.","꽃은 4-5월에 피고 길이 2-2.5cm로서 2-3개이며 꽃자루는 길이 2-4cm이다. 화피열편(花被裂片)은 6개이고 피침형이며 끝이 둔하고 길이 2-2.4cm로서 백색 바탕에 자주색 맥이 있다. 꽃은 백색으로 줄기끝에 한 송이 피는데, 위를 향해 벌어지고 넓은 종모양이다. 수술은 6개로서 화피 길이의 1/2정도이며 3개는 길고 3개는 짧다. 씨방은 녹색이며 세모가 지고 타원체로서 1개의 암술대가 있다."
42867,스위트피,"기쁨, 가련","꽃색이 흰색, 분홍, 빨강, 보라 등 다양하고 하늘하늘한 꽃잎은 나비를 닮았다. 17세기부터 관상용으로 재배가 시작되어 지금은 많은 품종이 개량되어 있다. 원래 장일성식물이었는데, 단일에도 꽃이 피는 종이 개발되어 지금은 겨울철에도 온실안에서 꽃을 피울 수 있게 되었다. 여름종과 겨울종의 교잡에서 춘계종이 만들어졌고, 하나의 꽃대에 7∼8송이의 꽃이 피는 다화성이거나, 덩굴이 뻗지 않는 왜성종 등이 개발되어 있다.",콩과에 속하는 한해살이풀로 덩굴성이다. 이탈리아의 시실리섬이 고향으로 햇볕이 잘 드는 양지에 군락을 이루고 있다.,재배종,"총상꽃차례는 잎겨드랑이에서 나오며 길이 20cm로서 끝에 2-4개의 꽃이 달리고 꽃은 5월에 피며 길이 2-3cm로서 접형이고 색은 붉은색, 흰색 등 여러가지이다. 꽃받침은 끝이 5개로 갈라지며 열편이 판통보다 길거나 비슷하다."
24242,복수초,"영원한 행복(동양), 슬픈 추억(서양)",꽃 이름을 보면 무림의 복수혈전을 연상하게 하지만 한자로 福(복 복)壽(수명 수)草로써 장수를 기원하는 식물이다. 복수초는 일년 중 가장 먼저 꽃을 피우는 식물이다. 추위에 강해 겨울의 한복판인 2월에 설악산에서 눈과 얼음을 뚫고 나올 정도이다. 여름 고온에는 무척 약해 지상부는 거의 말라죽는다. 꽃이 향광성이라 햇볕이 날 때 활짝 피며 노란 꽃잎 표면에 빛이 반사되면 약간의 열이 발생되면서 꽃 윗부분의 눈을 녹인다. 눈 속에 핀 복수초 모습은 사진으로 종종 볼 수 있다.,"미나리아재비과에 속하며 전국의 산야에서 아직도 흔히 자생한다. 아도니스속에는 세계적으로 약 20종이 분포하는데 한해살이와 여러해살이가 있으며 주로 아시아와 유럽의 고산지대에 햇볕이 어느 정도 드는 곳에 군락을 이루고 있다. 아시아원산인 종들은 약간 그늘진 곳에서 잘 자라며, 유럽종들은 완전 양지나 암석 틈 같은 곳에서 잘 자란다.","▶동부 시베리아, 중국 등지에 분포한다.
▶전국 각처의 산지에서 자란다.(제주도에서 함경도에 이르기까지 광활하게 자연분포한다)",꽃은 4월 초순에 피며 지름 3-4cm정도의 황색이고 원줄기 끝에 1개씩 달리며 가지가 갈라져서 2-3개씩 피는 것도 있다. 꽃받침조각은 흑자색으로서 여러 개이고 꽃잎은 20-30개로서 꽃받침보다 길며 수평으로 퍼지고 거꿀피침모양이고 꽃잎에 꿀샘이 없으므로 별개의 속으로 분류된다. 수술은 많으며 꽃밥은 전체가 둥글게 보이고 짧은 털이 있다.
29688,솜나물,발랄,이른 봄 언 땅을 헤집고 내미는 새싹을 나물로 이용할 수 있으며 잎 뒤에 하얀 솜털이 촘촘하게 나 있다. 그래서 이름도 솜나물이라고 한 것 같다. 아주 오래전에는 부싯깃을 내는 솜으로 썼다하여 부싯깃나물이라는 향명도 가지고 있다. 꽃이 다 피었을때 보면 발랄한 소녀처럼 아름답다.,"국화과의 여러해살이풀로써 생태형이 봄에 피는 것과 가을에 피는 것이 있는데 키, 잎이나 꽃 모양이 서로 다르다. 전국의 다소 건조한 듯한 숲 속이나 바닷가나 섬의 반 그늘진 곳에 자생한다.","전도에 나며 일본, 만주, 중국, 아무르, 우수리, 사할린, 몽고, 동시베리아에 분포한다.",꽃은 5~9월에 백색 또는 연한 자색으로 피고 지름 15mm 정도의 머리모양꽃차례가 화경 끝에 1개 달린다. 머리모양꽃차례는 2형이며 봄형은 혀꽃으로 꽃잎 끝에 3치가 있고 기부에 작은 2개의 열편이 있다. 가을형은 많은 것이 닫힌꽃이고 화경도 높이 30~60cm이며 총포도 길이 15mm 내외이다. 화경은 높이 10~20cm이며 부채모양 포가 드문드문 나고 처음에는 거미줄 같은 털이 있다.
31246,골담초,"청초, 겸손",황금색 꽃이 빛을 받으면 노랗게 무리지어 있는 모습이 돋보이며 꽃 향기는 천연향의 원료가 되기도 하는 식물이다. 꽃에 빨간 무늬가 있는 것도 있다.,"콩과에 속하는 반상록성 관목이다. 유럽남부가 원산이며 세계적으로 약 50종이 분포한다. 서양종은 양골담초, 우리 자생종은 골담초다.",제주도 및 전국에 분포한다.,"꽃은 5월에 피고 단생하며 길이가 2.5~3m로서 처음에는 황색으로 피어 후에 적황색으로 변하고, 아래로 늘어져 핀다. 화경은 길이 1cm 정도로 중앙부에 한 개의 환절이 있다. 꽃받침은 종 모양으로 갈색 털이 약간 있다. 기꽃잎은 좁고 긴 거꿀달걀모양이며 미요두이고 상반부는 황적색, 하반부는 연한 황색이며 날개꽃잎은 황색이고 용골꽃잎은 연한 황색 또는 연한 황갈색이다."
33762,제라늄,당신의 생각이 나를 떠나지 않습니다.,"유럽의 화단 딸린 주택의 창가에 길게 올려놓은 장면이 연상되는 꽃이다. 종종 행잉용(걸이용)으로 벽면에 걸어두기도 한다. 제라늄이라는 이름은 그리스어의 geranos에서 온 것인데, 이는 ‘학’을 뜻한다. 제라늄의 열매가 학의 부리를 닮은데서 기인된 듯 하다. 제라늄도 종류가 많아 향이 좋은 것도 있지만 어떤 것은 지린내 비슷한 냄새도 난다.","제라늄은 우리나라에도 몇 가지 자생하고 있는 쥐손이풀과에 속하는 식물로써 남아프리카의 온대지방이 고향인 온대성식물이다. 이질풀, 털쥐손이, 둥근이질풀... 우리 자생 제라늄들인데 꽃도 예쁘지만 나중에 꽃이 진 다음 맺히는 꼬투리가 터져 갈라지고 나면 왕관이나 아주 고풍스런 촛대모양을 하고 있다.", ,여름철에 잎보다 긴 화경이 자라서 끝에 꽃자루가 있는 꽃이 산형으로 달리며 꽃봉오리가 밑으로 처졌다가 위를 향해 피고 꽃의 빛깔은 품종에 따라 여러가지가 있다. 꽃받침은 5개로 깊이 갈라지며 꽃잎도 5개이고 수술은 10개이며 씨방은 1개로서 5실이다.
